year,date,clip,Stock_Probability,TT_MS,surv_ms
2014,94,1,PBT,40,1
2014,94,1,0.624,NA,0
2014,94,1,1,27,1
2014,100,0,0.994,NA,0
2014,100,0,PBT,NA,0
2014,100,0,0.961,NA,0
2014,100,0,0.739,NA,0
2014,100,0,0.956,NA,0
2014,100,0,0.996,22,1
2014,100,1,1,NA,0
2014,100,1,0.986,NA,0
2014,100,1,0.908,NA,0
2014,100,1,0.752,NA,0
2014,100,1,PBT,21,1
2014,100,1,0.631,NA,0
2014,100,1,0.827,32,1
2014,100,1,0.802,NA,0
2014,100,1,PBT,NA,0
2014,100,1,0.896,NA,0
2014,100,1,1,NA,0
2014,100,1,PBT,19,1
2014,100,1,PBT,23,1
2014,100,1,PBT,17,1
2014,100,1,PBT,16,1
2014,100,1,PBT,NA,0
2014,100,1,PBT,NA,0
2014,100,1,1,NA,0
2014,100,1,0.966,NA,0
2014,100,1,0.624,17,1
2014,100,1,PBT,NA,0
2014,100,1,0.784,24,1
2014,100,1,0.996,NA,0
2014,100,1,0.998,28,1
2014,100,1,0.996,NA,0
2014,100,1,0.774,NA,0
2014,100,1,0.995,NA,0
2014,100,1,PBT,42,1
2014,100,1,0.812,NA,0
2014,100,1,PBT,26,1
2014,100,1,PBT,21,1
2014,100,1,0.502,NA,0
2014,100,1,PBT,NA,0
2014,100,1,0.696,NA,0
2014,100,1,0.769,21,1
2014,100,1,PBT,NA,0
2014,101,0,0.543,NA,0
2014,101,0,0.999,NA,0
2014,101,0,0.994,17,1
2014,101,0,0.812,10,1
2014,101,0,0.697,45,1
2014,101,0,0.632,NA,0
2014,101,1,0.988,NA,0
2014,101,1,0.996,21,1
2014,101,1,0.732,NA,0
2014,101,1,1,NA,0
2014,101,1,PBT,20,1
2014,101,1,0.818,NA,0
2014,101,1,0.879,18,1
2014,101,1,0.996,NA,0
2014,101,1,PBT,NA,0
2014,101,1,PBT,24,1
2014,101,1,0.852,NA,0
2014,101,1,1,20,1
2014,101,1,1,18,1
2014,101,1,0.849,NA,0
2014,101,1,0.721,NA,0
2014,101,1,0.824,NA,0
2014,101,1,PBT,NA,0
2014,101,1,PBT,24,1
2014,101,1,PBT,NA,0
2014,102,0,1,19,1
2014,102,1,0.848,NA,0
2014,102,1,0.995,NA,0
2014,102,1,0.758,NA,0
2014,102,1,0.57,23,1
2014,104,1,0.996,NA,0
2014,104,1,0.994,16,1
2014,104,1,0.903,26,1
2014,104,1,PBT,18,1
2014,104,1,PBT,19,1
2014,105,0,0.698,20,1
2014,105,0,0.974,NA,0
2014,105,0,0.998,NA,0
2014,105,1,PBT,26,1
2014,105,1,0.611,17,1
2014,105,1,PBT,19,1
2014,105,1,0.914,NA,0
2014,105,1,1,25,1
2014,105,1,PBT,29,1
2014,105,1,PBT,NA,0
2014,105,1,1,17,1
2014,105,1,0.739,13,1
2014,106,0,0.999,NA,0
2014,106,0,0.898,NA,1
2014,106,1,PBT,NA,0
2014,106,1,PBT,12,1
2014,106,1,0.709,20,1
2014,106,1,PBT,15,1
2014,106,1,PBT,15,1
2014,106,1,PBT,24,1
2014,106,1,0.717,NA,0
2014,106,1,0.921,15,1
2014,106,1,0.542,21,1
2014,106,1,1,NA,0
2014,107,0,0.989,22,1
2014,107,1,0.886,NA,0
2014,107,1,0.797,14,1
2014,107,1,PBT,15,1
2014,119,0,0.999,NA,0
2014,119,0,0.682,11,1
2014,119,0,0.958,14,1
2014,119,0,0.763,21,1
2014,119,0,0.903,20,1
2014,119,0,0.989,13,1
2014,119,1,0.703,NA,0
2014,119,1,0.997,13,1
2014,119,1,0.625,NA,0
2014,119,1,1,17,1
2014,119,1,0.9,9,1
2014,119,1,0.714,NA,0
2014,119,1,0.614,NA,0
2014,119,1,PBT,9,1
2014,119,1,0.854,NA,0
2014,120,0,0.768,NA,0
2014,120,0,0.992,NA,0
2014,120,0,0.901,NA,0
2014,120,1,0.591,10,1
2014,120,1,PBT,8,1
2014,126,1,0.818,12,1
2014,126,1,0.897,20,1
2014,126,1,0.914,15,1
2014,127,0,0.993,9,1
2014,127,0,0.999,NA,0
2014,127,0,0.74,23,1
2014,127,0,0.622,22,1
2014,127,0,0.997,10,1
2014,127,1,0.857,NA,0
2014,127,1,0.607,NA,0
2014,127,1,PBT,12,1
2014,127,1,0.999,19,1
2014,128,0,0.993,13,1
2014,128,0,0.592,11,1
2014,128,1,PBT,15,1
2014,128,1,PBT,9,1
2014,128,1,0.792,9,1
2014,128,1,PBT,NA,1
2014,132,0,PBT,8,1
2014,132,0,PBT,10,1
2014,132,1,0.993,NA,0
2014,132,1,PBT,7,1
2014,132,1,0.984,NA,0
2014,133,0,PBT,25,1
2014,133,0,0.797,15,1
2014,133,1,PBT,8,1
2014,133,1,1,16,1
2014,133,1,PBT,6,1
2015,95,1,0.9993,17,1
2015,95,1,0.9932,NA,0
2015,95,1,PBT,NA,0
2015,95,1,0.9857,NA,0
2015,95,1,1,NA,0
2015,95,1,1,NA,0
2015,95,1,0.6826,NA,0
2015,97,1,0.9805,17,1
2015,97,1,0.99,13,1
2015,97,1,0.9556,21,1
2015,97,1,0.9904,23,1
2015,97,0,0.999,29,1
2015,97,0,0.9145,22,1
2015,97,1,0.9918,NA,0
2015,97,1,1,NA,0
2015,97,1,1,NA,0
2015,97,1,0.5295,NA,0
2015,97,1,1,NA,0
2015,97,1,0.9981,NA,0
2015,97,1,0.9327,NA,0
2015,97,1,1,NA,0
2015,97,1,1,NA,0
2015,97,1,0.9996,NA,0
2015,97,1,1,NA,0
2015,97,1,0.8494,NA,0
2015,97,1,0.9652,NA,0
2015,97,1,0.9999,NA,0
2015,97,1,1,NA,0
2015,97,1,0.9965,NA,0
2015,97,1,PBT,NA,0
2015,97,0,PBT,NA,0
2015,97,0,0.8321,NA,0
2015,97,0,0.562,NA,0
2015,97,0,0.9995,NA,0
2015,98,1,PBT,32,1
2015,98,0,PBT,19,1
2015,98,0,0.8875,24,1
2015,98,0,0.9869,10,1
2015,98,1,0.9845,NA,0
2015,98,1,PBT,NA,0
2015,98,1,1,NA,0
2015,98,1,0.7379,NA,0
2015,98,1,0.9446,NA,0
2015,98,1,0.5549,NA,0
2015,98,1,0.9112,NA,0
2015,98,1,PBT,NA,0
2015,98,0,PBT,NA,0
2015,109,1,0.8007,10,1
2015,109,1,1,NA,1
2015,109,1,0.9967,9,1
2015,109,1,1,12,1
2015,109,1,0.9996,14,1
2015,109,1,1,22,1
2015,109,1,0.9995,17,1
2015,109,1,0.908,9,1
2015,109,1,0.5185,14,1
2015,89,1,0.7725,26,1
2015,89,1,PBT,20,1
2015,89,1,0.9977,25,1
2015,89,0,PBT,21,1
2015,89,1,0.8654,NA,0
2015,89,1,1,NA,0
2015,89,1,0.9997,NA,0
2015,89,1,0.5412,NA,0
2015,89,1,0.9965,NA,0
2015,126,0,0.8238,15,1
2015,126,0,0.9973,NA,0
2015,127,1,PBT,8,1
2015,127,1,0.7948,NA,1
2015,127,1,1,9,1
2015,127,1,0.9163,NA,1
2015,127,0,0.9828,23,1
2015,127,1,0.9457,NA,1
2015,127,1,PBT,NA,0
2015,127,1,0.9655,NA,0
2015,127,1,0.9109,NA,0
2015,127,1,1,NA,0
2015,127,1,0.7057,NA,0
2015,99,1,1,21,1
2015,99,1,0.9137,16,1
2015,99,1,0.8191,13,1
2015,99,1,0.7314,17,1
2015,99,0,0.9999,24,1
2015,99,1,PBT,NA,0
2015,99,1,PBT,NA,0
2015,99,1,0.9534,NA,0
2015,109,1,PBT,11,1
2015,110,0,0.9844,10,1
2015,110,0,0.9369,14,1
2015,110,0,0.9191,18,1
2015,110,1,0.9452,NA,0
2015,110,1,1,NA,0
2015,105,1,0.963,15,1
2015,105,1,0.9805,16,1
2015,105,1,0.9999,14,1
2015,105,1,0.9999,15,1
2015,109,1,0.9763,11,1
2015,109,1,0.9914,10,1
2015,109,1,0.9999,11,1
2015,109,1,1,15,1
2015,109,1,0.5433,NA,1
2015,109,1,1,10,1
2015,109,1,0.9994,11,1
2015,109,0,0.9188,16,1
2015,109,0,1,NA,1
2015,109,0,0.973,25,1
2015,109,0,0.9999,29,1
2015,109,0,1,12,1
2015,109,0,0.9998,11,1
2015,109,0,0.5771,11,1
2015,109,1,1,NA,0
2015,109,1,0.9999,NA,0
2015,109,1,0.9039,NA,0
2015,109,1,0.9997,NA,0
2015,109,1,0.6868,NA,0
2015,109,1,0.9128,NA,0
2015,109,1,0.9903,NA,0
2015,109,1,1,NA,0
2015,109,1,0.9979,NA,0
2015,109,1,0.9115,NA,0
2015,110,1,0.9997,14,1
2015,110,1,0.857,21,1
2015,110,1,1,14,1
2015,110,1,0.8875,12,1
2015,110,1,0.5455,8,1
2015,110,0,1,13,1
2015,110,0,0.7381,8,1
2015,105,1,PBT,NA,0
2015,105,1,0.538,NA,0
2015,105,0,0.9929,NA,0
2015,105,0,0.8099,NA,0
2015,105,0,0.6901,NA,0
2015,111,1,1,14,1
2015,111,1,0.9552,15,1
2015,111,1,0.9983,16,1
2015,111,1,0.6276,12,1
2015,105,1,0.893,13,1
2015,105,1,0.7241,13,1
2015,105,1,PBT,15,1
2015,105,0,0.9989,13,1
2015,111,1,0.9989,NA,0
2015,111,1,0.723,NA,0
2015,111,1,0.9295,NA,0
2015,111,1,0.9208,NA,0
2015,111,0,0.8895,NA,0
2015,118,1,1,6,1
2015,118,1,PBT,NA,0
2015,118,1,0.9971,NA,0
2015,104,1,0.9214,49,1
2015,111,1,PBT,10,1
2015,111,1,0.9985,10,1
2015,111,1,0.7787,12,1
2015,111,0,0.9086,10,1
2015,104,1,0.954,15,1
2015,104,1,0.9955,14,1
2015,102,0,PBT,10,1
2015,102,0,1,15,1
2015,102,0,PBT,NA,1
2015,124,0,0.9995,9,1
2015,124,1,1,NA,0
2015,126,1,PBT,12,1
2015,104,1,0.7031,14,1
2015,104,1,0.8734,12,1
2015,104,1,0.9153,15,1
2015,104,1,0.9723,15,1
2015,104,1,0.8891,18,1
2015,104,1,0.5829,NA,0
2015,102,0,0.9388,NA,0
2015,104,1,1,NA,0
2015,104,0,0.5442,6,1
2015,104,1,0.9582,NA,0
